2023-04-24 17:52:18 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2023-04-24 17:52:23 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@498e41a4, org.springframework.security.web.context.SecurityContextPersistenceFilter@53525379, org.springframework.security.web.header.HeaderWriterFilter@3460e4ed, org.springframework.security.web.csrf.CsrfFilter@5503c7d, org.springframework.security.web.authentication.logout.LogoutFilter@40863800, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4fc3529, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@5341641d, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@be616f0, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@7c8df667, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@78b9155e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4fedf908, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1f5d7fd5, org.springframework.security.web.session.SessionManagementFilter@4a453f8d, org.springframework.security.web.access.ExceptionTranslationFilter@78e387d6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@62158991]
2023-04-24 17:52:23 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2023-04-24 17:52:23 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2023-04-24 17:52:23 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2023-04-24 17:52:23 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2023-04-24 17:52:23 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2023-04-24 17:52:23 [main] INFO  c.m.demo.config.server.ConfigServer - Started ConfigServer in 5.751 seconds (JVM running for 6.262)
2023-04-24 17:52:52 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-24 17:52:52 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-24 17:52:52 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-24 17:52:52 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2023-04-24 17:52:52 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2023-04-24 17:52:52 [http-nio-8888-exec-1] WARN  o.a.c.util.SessionIdGeneratorBase - Creation of SecureRandom instance for session ID generation using [SHA1PRNG] took [181] milliseconds.
2023-04-24 17:52:54 [http-nio-8888-exec-1] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: file:/C:/Users/Daiana/AppData/Local/Temp/config-repo-12703588721288558183/config-client-elastic_query.yml
2023-04-24 17:52:54 [http-nio-8888-exec-1] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: file:/C:/Users/Daiana/AppData/Local/Temp/config-repo-12703588721288558183/config-client-elastic_query.yml
2023-04-24 17:52:54 [http-nio-8888-exec-1] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: file:/C:/Users/Daiana/AppData/Local/Temp/config-repo-12703588721288558183/config-client.yml
2023-04-24 17:52:54 [http-nio-8888-exec-1] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: file:/C:/Users/Daiana/AppData/Local/Temp/config-repo-12703588721288558183/config-client.yml
2023-04-24 17:53:58 [Thread-3] WARN  o.s.c.c.s.e.MultipleJGitEnvironmentRepository - Failed to delete temporary directory on exit: java.nio.file.AccessDeniedException: C:\Users\Daiana\AppData\Local\Temp\config-repo-12703588721288558183\.git\objects\pack\pack-7a7ffe41c45bb56aaa24a170dd04d7e47cb2b26c.idx
2023-04-24 17:53:58 [Thread-3] WARN  o.s.c.c.s.e.MultipleJGitEnvironmentRepository - Failed to delete temporary directory on exit: java.nio.file.AccessDeniedException: C:\Users\Daiana\AppData\Local\Temp\config-repo-12703588721288558183\.git\objects\pack\pack-7a7ffe41c45bb56aaa24a170dd04d7e47cb2b26c.idx
2023-04-24 17:53:58 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2023-04-24 17:53:58 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
