2023-04-25 15:52:11 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2023-04-25 15:52:15 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/decrypt/**'], []
2023-04-25 15:52:15 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/decrypt/**'], []
2023-04-25 15:52:15 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/actuator/**'], []
2023-04-25 15:52:15 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/actuator/**'], []
2023-04-25 15:52:15 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@ca2be53, org.springframework.security.web.context.SecurityContextPersistenceFilter@69c33ea2, org.springframework.security.web.header.HeaderWriterFilter@1be3f8f8, org.springframework.security.web.csrf.CsrfFilter@646cb2e, org.springframework.security.web.authentication.logout.LogoutFilter@64665781, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@3221588e, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@4fd37449, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@78f5cbc5, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@37c87fcc, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2e3900dc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3006bfb, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@70697478, org.springframework.security.web.session.SessionManagementFilter@2ceb68a1, org.springframework.security.web.access.ExceptionTranslationFilter@60a6840c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4fc3529]
2023-04-25 15:52:15 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@ca2be53, org.springframework.security.web.context.SecurityContextPersistenceFilter@69c33ea2, org.springframework.security.web.header.HeaderWriterFilter@1be3f8f8, org.springframework.security.web.csrf.CsrfFilter@646cb2e, org.springframework.security.web.authentication.logout.LogoutFilter@64665781, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@3221588e, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@4fd37449, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@78f5cbc5, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@37c87fcc, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2e3900dc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3006bfb, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@70697478, org.springframework.security.web.session.SessionManagementFilter@2ceb68a1, org.springframework.security.web.access.ExceptionTranslationFilter@60a6840c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4fc3529]
2023-04-25 15:52:16 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2023-04-25 15:52:16 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2023-04-25 15:52:16 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2023-04-25 15:52:16 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2023-04-25 15:52:16 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2023-04-25 15:52:16 [main] INFO  c.m.demo.config.server.ConfigServer - Started ConfigServer in 6.125 seconds (JVM running for 6.717)
2023-04-25 15:53:22 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 15:53:22 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 15:53:22 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 15:53:22 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2023-04-25 15:53:22 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2023-04-25 15:53:22 [http-nio-8888-exec-1] WARN  o.a.c.util.SessionIdGeneratorBase - Creation of SecureRandom instance for session ID generation using [SHA1PRNG] took [203] milliseconds.
2023-04-25 15:53:24 [http-nio-8888-exec-1] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: file:/C:/Users/Daiana/AppData/Local/Temp/config-repo-6231861786152125070/config-client-elastic_query.yml
2023-04-25 15:53:24 [http-nio-8888-exec-1] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: file:/C:/Users/Daiana/AppData/Local/Temp/config-repo-6231861786152125070/config-client-elastic_query.yml
2023-04-25 15:53:24 [http-nio-8888-exec-1] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: file:/C:/Users/Daiana/AppData/Local/Temp/config-repo-6231861786152125070/config-client.yml
2023-04-25 15:53:24 [http-nio-8888-exec-1] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: file:/C:/Users/Daiana/AppData/Local/Temp/config-repo-6231861786152125070/config-client.yml
2023-04-25 17:11:43 [Thread-3] WARN  o.s.c.c.s.e.MultipleJGitEnvironmentRepository - Failed to delete temporary directory on exit: java.nio.file.AccessDeniedException: C:\Users\Daiana\AppData\Local\Temp\config-repo-6231861786152125070\.git\objects\pack\pack-7a7ffe41c45bb56aaa24a170dd04d7e47cb2b26c.idx
2023-04-25 17:11:43 [Thread-3] WARN  o.s.c.c.s.e.MultipleJGitEnvironmentRepository - Failed to delete temporary directory on exit: java.nio.file.AccessDeniedException: C:\Users\Daiana\AppData\Local\Temp\config-repo-6231861786152125070\.git\objects\pack\pack-7a7ffe41c45bb56aaa24a170dd04d7e47cb2b26c.idx
2023-04-25 17:11:43 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2023-04-25 17:11:43 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
